module_id,path,extension,size_bytes,line_count,complexity_indicators,primary_responsibility,public_symbols,callers,dependencies,input_contracts,output_contracts,state_owned_or_mutated,side_effects,runtime_criticality,row_surface,test_coverage,test_quality,duplication_or_overlap,status
testing.tests.generated.test_state_and_persistence,testing/tests/generated/test_state_and_persistence.py,.py,9411,178,"{""classes"": 0, ""functions"": 35, ""imports"": 1, ""parse_error"": false}",broker_execution_handoff,test_sp_a_001_restart_mid_trade;test_sp_a_002_duplicate_signal;test_sp_a_003_queue_recovery;test_sp_a_004_idempotent_logging;test_sp_a_005_corrupted_state;test_sp_a_006_open_trade_reconcile;test_sp_a_007_config_hot_reload;test_sp_b_001_restart_mid_trade;test_sp_b_002_duplicate_signal;test_sp_b_003_queue_recovery;test_sp_b_004_idempotent_logging;test_sp_b_005_corrupted_state;test_sp_b_006_open_trade_reconcile;test_sp_b_007_config_hot_reload;test_sp_c_001_restart_mid_trade;test_sp_c_002_duplicate_signal;test_sp_c_003_queue_recovery;test_sp_c_004_idempotent_logging;test_sp_c_005_corrupted_state;test_sp_c_006_open_trade_reconcile;test_sp_c_007_config_hot_reload;test_sp_f_001_restart_mid_trade;test_sp_f_002_duplicate_signal;test_sp_f_003_queue_recovery;test_sp_f_004_idempotent_logging;test_sp_f_005_corrupted_state;test_sp_f_006_open_trade_reconcile;test_sp_f_007_config_hot_reload;test_sp_p_001_restart_mid_trade;test_sp_p_002_duplicate_signal;test_sp_p_003_queue_recovery;test_sp_p_004_idempotent_logging;test_sp_p_005_corrupted_state;test_sp_p_006_open_trade_reconcile;test_sp_p_007_config_hot_reload,,pytest,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:0,none_detected_by_static_scan,low,yes,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
testing.tests.generated.test_strategy_logic_and_scoring,testing/tests/generated/test_strategy_logic_and_scoring.py,.py,9651,178,"{""classes"": 0, ""functions"": 35, ""imports"": 1, ""parse_error"": false}",regime_classification,test_sl_a_001_score_threshold_edge;test_sl_a_002_regime_flip_flop;test_sl_a_003_conflicting_signals;test_sl_a_004_direction_sanity;test_sl_a_005_entry_trigger_vs_ltp;test_sl_a_006_strategy_lockout;test_sl_a_007_day_type_lock;test_sl_b_001_score_threshold_edge;test_sl_b_002_regime_flip_flop;test_sl_b_003_conflicting_signals;test_sl_b_004_direction_sanity;test_sl_b_005_entry_trigger_vs_ltp;test_sl_b_006_strategy_lockout;test_sl_b_007_day_type_lock;test_sl_c_001_score_threshold_edge;test_sl_c_002_regime_flip_flop;test_sl_c_003_conflicting_signals;test_sl_c_004_direction_sanity;test_sl_c_005_entry_trigger_vs_ltp;test_sl_c_006_strategy_lockout;test_sl_c_007_day_type_lock;test_sl_f_001_score_threshold_edge;test_sl_f_002_regime_flip_flop;test_sl_f_003_conflicting_signals;test_sl_f_004_direction_sanity;test_sl_f_005_entry_trigger_vs_ltp;test_sl_f_006_strategy_lockout;test_sl_f_007_day_type_lock;test_sl_p_001_score_threshold_edge;test_sl_p_002_regime_flip_flop;test_sl_p_003_conflicting_signals;test_sl_p_004_direction_sanity;test_sl_p_005_entry_trigger_vs_ltp;test_sl_p_006_strategy_lockout;test_sl_p_007_day_type_lock,,pytest,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:0,none_detected_by_static_scan,low,yes,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
testing.tests.property.test_feature_builder_properties,testing/tests/property/test_feature_builder_properties.py,.py,1621,49,"{""classes"": 0, ""functions"": 3, ""imports"": 3, ""parse_error"": false}",support_or_unknown,test_add_indicators_outputs_expected_columns;test_build_trade_features_safe,,core.feature_builder;hypothesis;pandas,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:10,none_detected_by_static_scan,low,no,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
testing.tests.replay.test_replay_nifty_csv,testing/tests/replay/test_replay_nifty_csv.py,.py,1863,63,"{""classes"": 0, ""functions"": 4, ""imports"": 6, ""parse_error"": false}",option_chain_or_quote,run;test_replay_nifty_csv_no_crash;test_replay_nifty_deterministic_trade_count,,core.feature_builder;core.option_chain;core.paths;pandas;pathlib;strategies.trade_builder,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:20,none_detected_by_static_scan,high,no,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
testing.tests.test_kite_failure_handling,testing/tests/test_kite_failure_handling.py,.py,845,31,"{""classes"": 0, ""functions"": 1, ""imports"": 4, ""parse_error"": false}",option_chain_or_quote,test_kite_trades_failure_does_not_crash,,core.orchestrator;testing.harness;testing.mocks.fake_kite;testing.mocks.fake_telegram,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:5,broker_or_market_adapter,high,no,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
testing.tests.test_orchestrator_run_once,testing/tests/test_orchestrator_run_once.py,.py,563,20,"{""classes"": 0, ""functions"": 1, ""imports"": 4, ""parse_error"": false}",support_or_unknown,test_run_once_empty_market_data,,core.orchestrator;testing.harness;testing.mocks.fake_kite;testing.mocks.fake_telegram,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:3,broker_or_market_adapter,low,no,covered_by:0,NO_DIRECT_TEST_DETECTED,many_same_stage_modules,unknown
tests,tests/__init__.py,.py,0,0,"{""classes"": 0, ""functions"": 0, ""imports"": 0, ""parse_error"": false}",support_or_unknown,,tests/strategy_pipeline/test_truth_fail_closed_edges.py;tests/strategy_truth/test_audit.py;tests/test_opening_movement_strategies.py;tests/test_opening_range_retest_causal_replay.py;tests/test_orb_ohlcv_validation.py;tests/test_strategy_generators_lineage.py;tests/test_vwap_trap_movement_strategies.py,,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:0,none_detected_by_static_scan,low,no,covered_by:66,test_file_semantic_signals:,same_stem:core/__init__.py;core/agentic_qa/__init__.py;core/agents/__init__.py;core/ai_certification/__init__.py;core/ai_certification/mcp/__init__.py;core/analytics/__init__.py;core/backtesting/__init__.py;core/breakers/__init__.py|many_same_stage_modules,test
tests.agentic_qa.test_evidence_auditor,tests/agentic_qa/test_evidence_auditor.py,.py,13013,315,"{""classes"": 0, ""functions"": 16, ""imports"": 10, ""parse_error"": false}",broker_execution_handoff,build_bundle;complete_evidence;mutate;test_adapter_builds_hashed_sidecar_without_mutating_source;test_adapter_maps_real_exporter_artifacts_without_inventing_missing_controls;test_agent_cannot_override_deterministic_verdict;test_agent_citations_must_resolve;test_all_adversarial_agent_cases_are_rejected_for_expected_reason;test_catalog_has_exactly_70_contiguous_controls;test_complete_bundle_passes_all_70_controls;test_deterministic_critic_review_is_accepted;test_every_control_has_explicit_policy_metadata;test_hash_tampering_is_rejected;test_lookahead_is_hard_rejected;test_missing_mandatory_evidence_withholds_certification;test_unsafe_artifact_path_is_rejected,,__future__;core.agentic_qa.adapter;core.agentic_qa.agents;core.agentic_qa.catalog;core.agentic_qa.contracts;core.agentic_qa.engine;core.agentic_qa.evaluation;hashlib;json;pathlib,contract;schema_version;to_dict;validate,contract;schema_version;to_dict;validate,module_assignments:44,filesystem_write,low,yes,covered_by:4,"test_file_semantic_signals:assert,stale,fallback,duplicate,malformed",many_same_stage_modules,test
tests.ai_certification.conftest,tests/ai_certification/conftest.py,.py,10074,279,"{""classes"": 0, ""functions"": 8, ""imports"": 8, ""parse_error"": false}",option_chain_or_quote,factory;qa_bundle_factory;qa_rehash_manifest;rehash,,__future__;copy;hashlib;itertools;json;pathlib;pytest;typing,contract;schema_version,contract;schema_version,module_assignments:18,broker_or_market_adapter;filesystem_write,medium,yes,covered_by:3,"test_file_semantic_signals:stale,fallback,duplicate,malformed",same_stem:testing/conftest.py;tests/conftest.py|many_same_stage_modules,test
tests.ai_certification.mcp.test_contract_registry,tests/ai_certification/mcp/test_contract_registry.py,.py,7500,205,"{""classes"": 0, ""functions"": 13, ""imports"": 6, ""parse_error"": false}",strategy_generation,test_additive_optional_input_is_backward_compatible;test_contract_lookup_fails_closed_for_unknown_tool;test_contract_manifest_is_stable_and_self_identifying;test_every_tool_declares_versioned_object_schemas_and_closed_execution;test_new_required_input_is_breaking_without_major_version;test_only_final_certification_tool_can_write_and_it_is_safe_idempotent;test_payload_or_timeout_expansion_requires_major_version;test_registry_exposes_no_live_trade_or_runtime_mutation_tools;test_registry_has_unique_deterministic_tool_order;test_removed_or_changed_output_is_breaking_without_major_version;test_safety_annotations_cannot_weaken_in_minor_version;test_scope_change_requires_major_version;test_semantic_version_requires_three_numeric_components,,__future__;copy;core.ai_certification.mcp;dataclasses;pytest;re,contract;dataclass;schema_version;validate,contract;dataclass;schema_version;validate,module_assignments:25,none_detected_by_static_scan,low,no,covered_by:1,"test_file_semantic_signals:raises,assert",many_same_stage_modules,test
tests.ai_certification.mcp.test_contract_validation,tests/ai_certification/mcp/test_contract_validation.py,.py,3736,115,"{""classes"": 0, ""functions"": 8, ""imports"": 5, ""parse_error"": false}",observability,test_bundle_input_accepts_safe_identifier;test_bundle_input_rejects_unknown_property;test_gate_output_accepts_complete_typed_result;test_gate_output_rejects_unknown_status_and_missing_reason;test_response_payload_budget_is_enforced;test_retrieval_input_rejects_empty_query_and_limit_above_contract;test_server_decorators_and_registry_cannot_drift;test_server_has_no_unguarded_tool_decorators,,__future__;core.ai_certification.mcp;pathlib;pytest;re,contract;typed;validate,contract;typed;validate,module_assignments:5,none_detected_by_static_scan,low,no,covered_by:2,"test_file_semantic_signals:raises,assert",many_same_stage_modules,test
tests.ai_certification.test_agent_evaluation_v1,tests/ai_certification/test_agent_evaluation_v1.py,.py,3616,105,"{""classes"": 1, ""functions"": 6, ""imports"": 4, ""parse_error"": false}",broker_execution_handoff,OracleClient;generate_json;test_deterministic_evaluation_is_fully_green;test_gemini_client_uses_structured_output_without_body_secret_leak;test_oracle_online_suite_meets_quality_gate;test_secret_redaction_is_recursive;transport,,__future__;core.ai_certification.evaluation;core.ai_certification.gemini_client;json,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:13,none_detected_by_static_scan,low,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.ai_certification.test_ai_certification_exporter,tests/ai_certification/test_ai_certification_exporter.py,.py,6500,194,"{""classes"": 0, ""functions"": 4, ""imports"": 6, ""parse_error"": false}",option_chain_or_quote,test_exported_wfa_bundle_certifies_without_modifying_engine_outputs,,__future__;core.ai_certification;core.ai_certification.exporter;json;pandas;pathlib,contract,contract,module_assignments:17,broker_or_market_adapter;filesystem_write,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.ai_certification.test_certifier,tests/ai_certification/test_certifier.py,.py,11024,284,"{""classes"": 0, ""functions"": 11, ""imports"": 6, ""parse_error"": false}",option_chain_or_quote,test_hash_mutation_is_rejected_as_invalid_data;test_insufficient_trades_is_not_confused_with_invalid_evidence;test_missing_required_artifact_fails_closed;test_proxy_engine_is_non_certifying;test_same_event_entry_is_rejected_as_leakage;test_source_dataset_hash_mismatch_is_rejected;test_unsafe_manifest_path_returns_rejection_report;test_valid_negative_result_is_certified,,__future__;core.ai_certification;hashlib;json;pathlib;typing,contract;schema_version;to_dict,contract;schema_version;to_dict,module_assignments:25,broker_or_market_adapter;filesystem_write,medium,yes,covered_by:1,"test_file_semantic_signals:assert,stale,fallback,duplicate,malformed",many_same_stage_modules,test
tests.ai_certification.test_mcp_boundary,tests/ai_certification/test_mcp_boundary.py,.py,1848,58,"{""classes"": 0, ""functions"": 5, ""imports"": 5, ""parse_error"": false}",broker_execution_handoff,test_mcp_bundle_id_cannot_escape_allowlisted_root;test_policy_retrieval_uses_only_curated_repository_sources;test_report_path_cannot_escape_root;test_safe_bundle_id_resolves_under_root;test_unknown_gate_is_rejected_before_bundle_access,,__future__;core.ai_certification.bundle;core.ai_certification.mcp_server;pathlib;pytest,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:4,filesystem_write,low,yes,covered_by:1,"test_file_semantic_signals:raises,assert",many_same_stage_modules,test
tests.ai_certification.test_qa_functional_behavior,tests/ai_certification/test_qa_functional_behavior.py,.py,4124,143,"{""classes"": 0, ""functions"": 7, ""imports"": 2, ""parse_error"": false}",observability,test_qa_behavior_001_optional_strategy_contradiction_withholds_only_strategy_claim;test_qa_behavior_002_all_gate_results_have_auditable_contract;test_qa_behavior_003_repeated_certification_is_bitwise_deterministic;test_qa_func_001_happy_path_valid_negative_edge_is_certified;test_qa_func_002_happy_path_positive_edge_is_supported;test_qa_func_003_insufficient_trades_is_business_outcome_not_invalid_evidence;test_qa_func_004_conditionally_supported_verdict_is_preserved,,__future__;core.ai_certification,contract;to_dict,contract;to_dict,module_assignments:15,none_detected_by_static_scan,low,no,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.ai_certification.test_qa_integration_adhoc,tests/ai_certification/test_qa_integration_adhoc.py,.py,7024,223,"{""classes"": 0, ""functions"": 10, ""imports"": 9, ""parse_error"": false}",option_chain_or_quote,test_qa_adhoc_001_hostile_run_id_uses_safe_deterministic_report_name;test_qa_adhoc_002_extreme_run_id_is_bounded_in_filename;test_qa_adhoc_003_unknown_harmless_artifact_is_forward_compatible;test_qa_adhoc_004_prompt_injection_text_is_inert_evidence_data;test_qa_adhoc_005_symlink_escape_is_blocked;test_qa_adhoc_006_exporter_refuses_nonempty_output_before_source_read;test_qa_adhoc_007_non_object_manifest_is_rejected;test_qa_integration_001_mcp_inspect_gate_and_final_report_flow;test_qa_integration_002_raw_wfa_engine_mismatch_rejects_generated_identity;test_qa_integration_003_raw_wfa_action_boundary_violation_is_rejected,,__future__;core.ai_certification;core.ai_certification.bundle;core.ai_certification.exporter;core.ai_certification.mcp_server;core.ai_certification.report;json;pathlib;pytest,to_dict,to_dict,module_assignments:28,filesystem_write,medium,yes,covered_by:1,"test_file_semantic_signals:raises,assert",many_same_stage_modules,test
tests.ai_certification.test_qa_negative_fail_closed,tests/ai_certification/test_qa_negative_fail_closed.py,.py,6192,191,"{""classes"": 0, ""functions"": 13, ""imports"": 2, ""parse_error"": false}",option_chain_or_quote,exploding_validator;test_qa_behavior_004_unknown_strategy_verdict_is_warning_not_fake_methodology_failure;test_qa_fail_closed_001_failure_is_not_downgraded_by_missing_evidence;test_qa_fail_closed_002_malformed_artifact_with_valid_hash_is_insufficient;test_qa_fail_closed_003_validator_exception_returns_agent_error;test_qa_negative_001_missing_dataset_identity_is_not_assumed;test_qa_negative_002_stale_quotes_reject_data_certification;test_qa_negative_003_fallback_fill_rejects_execution_realism;test_qa_negative_004_financial_mismatch_blocks_certification;test_qa_negative_005_repeated_holdout_use_blocks_certification;test_qa_negative_006_failed_negative_control_blocks_certification;test_qa_negative_007_failed_test_run_blocks_certification;test_qa_negative_008_policy_version_mismatch_rejects_bundle,,__future__;core.ai_certification,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:23,none_detected_by_static_scan,medium,yes,covered_by:1,"test_file_semantic_signals:assert,stale,fallback,malformed",many_same_stage_modules,test
tests.ai_certification.test_qa_source_provenance,tests/ai_certification/test_qa_source_provenance.py,.py,1637,55,"{""classes"": 0, ""functions"": 2, ""imports"": 3, ""parse_error"": false}",strategy_generation,test_qa_source_001_required_control_source_role_cannot_be_omitted;test_qa_source_002_raw_and_normalized_controls_must_match,,__future__;core.ai_certification;json,to_dict,to_dict,module_assignments:7,filesystem_write,low,no,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.ai_certification.test_research_manager_v1,tests/ai_certification/test_research_manager_v1.py,.py,3231,95,"{""classes"": 1, ""functions"": 7, ""imports"": 4, ""parse_error"": false}",strategy_generation,WrongButAllowedClient;generate_json;test_gemini_cannot_skip_deterministic_action_order;test_human_approval_is_required_before_bundle_access;test_manager_completes_deterministic_read_only_flow;test_restart_reuses_idempotent_tool_outputs;test_step_budget_fails_closed,,__future__;core.ai_certification.research_manager;pathlib;sqlite3,validate,validate,module_assignments:19,sqlite,low,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.ai_certification.test_upstox_corpus_adapter,tests/ai_certification/test_upstox_corpus_adapter.py,.py,4996,140,"{""classes"": 0, ""functions"": 6, ""imports"": 7, ""parse_error"": false}",option_chain_or_quote,test_missing_timestamp_is_rejected_then_recovers_when_repaired;test_quote_completeness_changes_replay_eligibility;test_volume_and_contract_identity_drive_three_distinct_evidence_lanes;test_zip_scan_is_deterministic_read_only_and_blocks_parent_traversal,,__future__;core.ai_certification.upstox_corpus;hashlib;json;pandas;pathlib;zipfile,contract;to_dict,contract;to_dict,module_assignments:23,broker_or_market_adapter;filesystem_write,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics,tests/analytics/__init__.py,.py,39,2,"{""classes"": 0, ""functions"": 0, ""imports"": 0, ""parse_error"": false}",support_or_unknown,,,,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:0,none_detected_by_static_scan,low,no,covered_by:66,test_file_semantic_signals:,same_stem:core/__init__.py;core/agentic_qa/__init__.py;core/agents/__init__.py;core/ai_certification/__init__.py;core/ai_certification/mcp/__init__.py;core/analytics/__init__.py;core/backtesting/__init__.py;core/breakers/__init__.py|many_same_stage_modules,test
tests.analytics.test_blockers_rollup,tests/analytics/test_blockers_rollup.py,.py,2388,74,"{""classes"": 0, ""functions"": 2, ""imports"": 3, ""parse_error"": false}",option_chain_or_quote,test_blockers_report_marks_orb_factor_high_execute_block;test_blockers_rollup_counts_and_orb_distribution,,json;pathlib;scripts.daily_blockers_report,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:5,filesystem_io;filesystem_write,medium,no,covered_by:1,"test_file_semantic_signals:assert,stale",many_same_stage_modules,test
tests.analytics.test_confidence_calibration,tests/analytics/test_confidence_calibration.py,.py,5549,148,"{""classes"": 0, ""functions"": 4, ""imports"": 7, ""parse_error"": false}",scoring,test_build_confidence_calibration_report_smoke;test_calibrate_confidence_falls_back_when_bin_too_sparse;test_load_latest_confidence_calibration_report_prefers_latest_eligible,,__future__;config;core.analytics.confidence_calibration;core.analytics.schema;datetime;pathlib;pytest,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:8,filesystem_write,medium,yes,covered_by:2,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_config_delta,tests/analytics/test_config_delta.py,.py,3630,92,"{""classes"": 0, ""functions"": 5, ""imports"": 4, ""parse_error"": false}",feed_ingestion_or_freshness,test_no_proposal_when_confidence_fails;test_proposal_created_when_confidence_passes;test_scope_never_live_without_extra_rule;test_write_outputs_atomic_and_valid,,__future__;core.analytics.config_delta;json;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:11,none_detected_by_static_scan,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_daily_intel,tests/analytics/test_daily_intel.py,.py,9412,318,"{""classes"": 0, ""functions"": 12, ""imports"": 5, ""parse_error"": false}",feed_ingestion_or_freshness,test_atomic_write_outputs;test_feed_block_insight_present;test_report_generates_top5_insights;test_sessions_count_across_window;test_suggestions_are_confidence_gated;test_write_day_outputs_includes_config_delta_files,,__future__;core.analytics.daily_intel;datetime;json;pathlib,schema_version,schema_version,module_assignments:40,filesystem_io;filesystem_write,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_daily_report,tests/analytics/test_daily_report.py,.py,5707,149,"{""classes"": 0, ""functions"": 6, ""imports"": 6, ""parse_error"": false}",feed_ingestion_or_freshness,test_daily_report_contains_required_sections;test_daily_report_includes_executable_shadow_section,,__future__;core.analytics.daily_report;core.analytics.schema;json;pathlib;pytest,to_dict,to_dict,module_assignments:23,filesystem_write,medium,yes,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_daily_report.py|many_same_stage_modules,test
tests.analytics.test_execution_feasibility,tests/analytics/test_execution_feasibility.py,.py,651,24,"{""classes"": 0, ""functions"": 1, ""imports"": 2, ""parse_error"": false}",option_chain_or_quote,test_evaluate_feasibility_buy_entry_and_target,,__future__;core.analytics.execution_feasibility,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:1,none_detected_by_static_scan,medium,yes,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_execution_feasibility.py|many_same_stage_modules,test
tests.analytics.test_extreme_movers,tests/analytics/test_extreme_movers.py,.py,4850,135,"{""classes"": 0, ""functions"": 8, ""imports"": 5, ""parse_error"": false}",feed_ingestion_or_freshness,test_bot_visibility_reject_reason_extraction;test_identify_extreme_movers_filters_liquidity;test_outputs_written_atomic;test_reconstruct_pre_move_features_computes_t0_and_features;test_replay_outcome_computation,,__future__;core.analytics.extreme_movers;datetime;json;pathlib,contract,contract,module_assignments:34,none_detected_by_static_scan,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_feed_context_enrichment,tests/analytics/test_feed_context_enrichment.py,.py,4340,131,"{""classes"": 0, ""functions"": 6, ""imports"": 6, ""parse_error"": false}",option_chain_or_quote,test_enrichment_adds_feed_fields_for_known_group;test_enrichment_unknown_symbol;test_event_id_stability_not_affected_by_feed_metrics;test_reject_event_contains_feed_state_when_feed_gate_blocks;test_schema_validation_accepts_feed_fields,,__future__;core.analytics.feed_context;core.analytics.schema;core.analytics.store;core.feed.runtime;json,to_dict;validate,to_dict;validate,module_assignments:23,filesystem_write,medium,yes,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_feed_quality_correlation,tests/analytics/test_feed_quality_correlation.py,.py,1868,62,"{""classes"": 0, ""functions"": 2, ""imports"": 5, ""parse_error"": false}",feed_ingestion_or_freshness,test_build_feed_quality_correlation_report_smoke,,__future__;core.analytics.feed_quality_correlation;core.analytics.schema;datetime;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:7,none_detected_by_static_scan,medium,yes,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_feed_quality_correlation.py|many_same_stage_modules,test
tests.analytics.test_gate_scorecard,tests/analytics/test_gate_scorecard.py,.py,1627,54,"{""classes"": 0, ""functions"": 2, ""imports"": 5, ""parse_error"": false}",option_chain_or_quote,test_build_gate_scorecard_counts_blocked_would_win,,__future__;core.analytics.gate_scorecard;core.analytics.schema;datetime;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:6,none_detected_by_static_scan,medium,yes,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_gate_scorecard.py|many_same_stage_modules,test
tests.analytics.test_human_override_audit,tests/analytics/test_human_override_audit.py,.py,1400,48,"{""classes"": 0, ""functions"": 2, ""imports"": 5, ""parse_error"": false}",strategy_generation,test_build_human_override_audit_smoke,,__future__;core.analytics.human_override_audit;core.analytics.schema;datetime;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:6,none_detected_by_static_scan,low,no,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_human_override_audit.py|many_same_stage_modules,test
tests.analytics.test_missed_opportunity,tests/analytics/test_missed_opportunity.py,.py,1059,33,"{""classes"": 0, ""functions"": 1, ""imports"": 3, ""parse_error"": false}",validation_and_eligibility,test_classify_missed_label_cases,,__future__;core.analytics.missed_opportunity;core.analytics.schema,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:2,none_detected_by_static_scan,low,no,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_missed_opportunity.py|many_same_stage_modules,test
tests.analytics.test_outcome_replay,tests/analytics/test_outcome_replay.py,.py,6415,191,"{""classes"": 0, ""functions"": 10, ""imports"": 4, ""parse_error"": false}",option_chain_or_quote,test_outcome_replay_handles_gap_candles_missing_intervals;test_outcome_replay_no_hit;test_outcome_replay_no_series_data_primary_reason;test_outcome_replay_series_data_keeps_strategy_reject_reason;test_outcome_replay_stop_hit_first;test_outcome_replay_target_hit_first,,__future__;core.analytics.outcome_replay;json;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:20,none_detected_by_static_scan,medium,yes,covered_by:1,"test_file_semantic_signals:assert,stale",many_same_stage_modules,test
tests.analytics.test_proposal_verify,tests/analytics/test_proposal_verify.py,.py,4490,142,"{""classes"": 0, ""functions"": 10, ""imports"": 4, ""parse_error"": false}",option_chain_or_quote,test_fail_live_scope_without_strict_requirements;test_fail_missing_key;test_fail_type_mismatch;test_observed_current_populated;test_pass_valid_proposal;test_warn_or_fail_range_check,,__future__;core.analytics.proposal_verify;json;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:31,filesystem_write,medium,yes,covered_by:1,"test_file_semantic_signals:assert,stale",many_same_stage_modules,test
tests.analytics.test_regime_analysis,tests/analytics/test_regime_analysis.py,.py,1543,50,"{""classes"": 0, ""functions"": 2, ""imports"": 5, ""parse_error"": false}",regime_classification,test_build_regime_analysis_groups_by_regime,,__future__;core.analytics.regime_analysis;core.analytics.schema;datetime;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:6,none_detected_by_static_scan,low,no,covered_by:3,test_file_semantic_signals:assert,same_stem:tests/test_regime_analysis.py|many_same_stage_modules,test
tests.analytics.test_schema,tests/analytics/test_schema.py,.py,3579,90,"{""classes"": 0, ""functions"": 3, ""imports"": 2, ""parse_error"": false}",option_chain_or_quote,test_schema_dataclasses_roundtrip;test_trade_outcome_exec_flags_preserve_series_source_string;test_trade_outcome_reject_reasons_multi_preserved,,__future__;core.analytics.schema,dataclass;to_dict,dataclass;to_dict,module_assignments:11,none_detected_by_static_scan,medium,yes,covered_by:8,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_shadow_portfolio,tests/analytics/test_shadow_portfolio.py,.py,1007,37,"{""classes"": 0, ""functions"": 1, ""imports"": 3, ""parse_error"": false}",support_or_unknown,test_simulate_shadow_trade_hits_target,,__future__;core.analytics.shadow_portfolio;pandas,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:3,none_detected_by_static_scan,low,no,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_shadow_portfolio.py|many_same_stage_modules,test
tests.analytics.test_store,tests/analytics/test_store.py,.py,739,26,"{""classes"": 0, ""functions"": 1, ""imports"": 4, ""parse_error"": false}",option_chain_or_quote,test_load_decision_telemetry_skips_bad_jsonl_line,,__future__;core.analytics.store;json;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:3,filesystem_write,medium,no,covered_by:1,test_file_semantic_signals:assert,many_same_stage_modules,test
tests.analytics.test_strategy_drift,tests/analytics/test_strategy_drift.py,.py,1534,53,"{""classes"": 0, ""functions"": 2, ""imports"": 5, ""parse_error"": false}",regime_classification,test_build_strategy_drift_report_smoke,,__future__;core.analytics.schema;core.analytics.strategy_drift;datetime;pathlib,input_contract_not_explicit_in_static_scan,output_contract_not_explicit_in_static_scan,module_assignments:6,none_detected_by_static_scan,low,no,covered_by:2,test_file_semantic_signals:assert,same_stem:tests/test_strategy_drift.py|many_same_stage_modules,test
