lifecycle_stage,module,callable_class,runtime_reachability,responsibility,input_contract,output_contract,identities_read_written,fields_read,fields_added_changed_removed,authority_effect,current_fallback_mode,fail_open_fail_closed,exception_behaviour,concurrency_state_risk,observability,current_test_evidence,verified_defect_or_gap,evidence_reference,severity,confidence,recommended_fix,justification,expected_benefit,behavioural_change_if_fixed,possible_adverse_effect,compatibility_risk,migration_requirement,rollback_approach,tests_required_before_change,acceptance_criteria,suggested_owner_workstream,implementation_order,dependencies_blockers
observability_recovery_auditability,core/feed_fd_trace.py,reset_trace,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,347,none
observability_recovery_auditability,core/feed_fd_trace.py,process_fd_count,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,348,none
observability_recovery_auditability,core/feed_fd_trace.py,thread_count,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,349,none
observability_recovery_auditability,core/feed_fd_trace.py,logger_handler_inventory,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,350,none
observability_recovery_auditability,core/feed_fd_trace.py,logger_handler_count,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,351,none
observability_recovery_auditability,core/feed_fd_trace.py,fd_type_counts,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,352,none
observability_recovery_auditability,core/feed_fd_trace.py,descriptor_inventory,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,353,none
raw_event_ingestion,core/feed_fd_trace.py,FDTraceEvent,REACHABLE_OR_CONDITIONALLY_REACHABLE,raw_event_ingestion,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"raw_event_ingestion emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",raw_event_ingestion,354,none
observability_recovery_auditability,core/feed_fd_trace.py,should_sample,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,355,none
observability_recovery_auditability,core/feed_fd_trace.py,record_trace,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,thread;lock;queue;global,logger;trace,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,356,none
observability_recovery_auditability,core/feed_freshness.py,get_feed_freshness,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,token;symbol,detected,detected,evidence_or_transform_only,none_detected,exception_handling_needs_review,exceptions_caught_without_clear_observability_static_signal,cache,reason;jsonl,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,357,none
phase1_gates,core/feed_freshness_gate.py,FeedFreshnessGateDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass;schema_version;to_dict,dataclass;schema_version;to_dict,token;symbol,detected,detected,ranking_authority,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,358,none
phase1_gates,core/feed_freshness_gate.py,assess_feed_freshness_gate,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass;schema_version;to_dict,dataclass;schema_version;to_dict,token;symbol,detected,detected,ranking_authority,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,359,none
observability_recovery_auditability,core/feed_health.py,get_feed_health,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,stale,exception_handling_needs_review,exceptions_caught_without_clear_observability_static_signal,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,360,none
observability_recovery_auditability,core/feed_health.py,check_and_trigger,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,stale,exception_handling_needs_review,exceptions_caught_without_clear_observability_static_signal,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,361,none
observability_recovery_auditability,core/feed_health_duration.py,build_feed_health_duration_artifact,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,schema_version,schema_version,identity_not_explicit_in_static_scan,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,362,none
observability_recovery_auditability,core/feed_health_truth.py,SymbolFeedTruth,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,token;symbol,detected,detected,evidence_or_transform_only,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock;global,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,363,none
observability_recovery_auditability,core/feed_health_truth.py,FeedHealthTruthDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,token;symbol,detected,detected,evidence_or_transform_only,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock;global,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,364,none
normalization_classification_policy,core/feed_health_truth.py,classify_symbol_feed_truth,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass,dataclass,token;symbol,detected,detected,evidence_or_transform_only,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock;global,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,365,none
normalization_classification_policy,core/feed_health_truth.py,classify_feed_health_truth,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass,dataclass,token;symbol,detected,detected,evidence_or_transform_only,degraded;stale,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock;global,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,366,none
phase1_gates,core/feed_hold_gate.py,FeedHoldDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass;schema_version;to_dict,dataclass;schema_version;to_dict,token,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,367,none
phase1_gates,core/feed_hold_gate.py,classify_feed_hold,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass;schema_version;to_dict,dataclass;schema_version;to_dict,token,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,368,none
phase1_gates,core/feed_hold_gate.py,apply_feed_hold_to_ranking,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass;schema_version;to_dict,dataclass;schema_version;to_dict,token,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,369,none
normalization_classification_policy,core/feed_policy.py,FeedPolicyThresholds,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass;schema_version;validate,dataclass;schema_version;validate,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,370,none
normalization_classification_policy,core/feed_policy.py,FeedPolicyConfigIssue,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass;schema_version;validate,dataclass;schema_version;validate,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,371,none
normalization_classification_policy,core/feed_policy.py,FeedPolicyConfigAudit,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass;schema_version;validate,dataclass;schema_version;validate,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,372,none
normalization_classification_policy,core/feed_policy.py,FeedPolicyDecision,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass;schema_version;validate,dataclass;schema_version;validate,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,373,none
normalization_classification_policy,core/feed_policy.py,classify_feed_with_policy,REACHABLE_OR_CONDITIONALLY_REACHABLE,normalization_classification_policy,dataclass;schema_version;validate,dataclass;schema_version;validate,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,audit;reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"normalization_classification_policy emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",normalization_classification_policy,374,none
